축제명,연령대,남성비율,여성비율
서산해미읍성축제,70세 이상,4.5,3.7
서산해미읍성축제,60~69세,9.8,7.7
서산해미읍성축제,50~59세,11.6,9.9
서산해미읍성축제,40~49세,9.6,7.3
서산해미읍성축제,30~39세,7.7,6.9
서산해미읍성축제,20~29세,7.8,5.7
서산해미읍성축제,10~19세,3.3,3.2
서산해미읍성축제,0~9세,0.7,0.7
