행정동명,비율(%)
강진면,2.2
관촌면,9.1
덕치면,0.1
삼계면,0.1
성수면,6.6
신덕면,4.6
신평면,0.2
오수면,60.7
운암면,4.5
임실읍,11.3
지사면,0.1
청웅면,0.4
