대분류,중분류,대분류 지출액 비율,중분류 지출액 비율
쇼핑업,기타관광쇼핑,21.0,94.1
쇼핑업,대형쇼핑몰,21.0,2.8
쇼핑업,레저용품쇼핑,21.0,3.0
숙박업,기타숙박,2.3,41.5
숙박업,캠핑장/펜션,2.3,5.6
숙박업,콘도,2.3,0.2
숙박업,호텔,2.3,52.7
식음료업,일반외식업,16.7,91.8
식음료업,제과음료업,16.7,8.2
여가서비스업,골프장,8.9,94.0
여가서비스업,관광유원시설,8.9,0.8
여가서비스업,기타레저,8.9,4.4
여가서비스업,문화서비스,8.9,0.7
여행업,여행업,0.0,100.0
운송업,육상운송,50.7,100.0
의료웰니스업,뷰티,0.4,100.0
