대분류,중분류,대분류 지출액 비율,중분류 지출액 비율
쇼핑업,기타관광쇼핑,49.9,34.4
쇼핑업,대형쇼핑몰,49.9,63.3
쇼핑업,레저용품쇼핑,49.9,2.4
쇼핑업,면세점,49.9,0.0
숙박업,기타숙박,1.0,64.0
숙박업,캠핑장/펜션,1.0,1.8
숙박업,호텔,1.0,34.2
식음료업,일반외식업,31.0,85.6
식음료업,제과음료업,31.0,14.4
여가서비스업,골프장,2.5,19.2
여가서비스업,관광유원시설,2.5,0.6
여가서비스업,기타레저,2.5,54.1
여가서비스업,문화서비스,2.5,26.0
여행업,여행업,0.0,100.0
운송업,렌터카,12.8,0.5
운송업,육상운송,12.8,99.5
의료웰니스업,뷰티,2.9,100.0
