행정동명,비율(%)
광동,0.0
대성동,1.0
동명동,1.5
만호동,3.7
목원동,4.7
보광동,0.0
부주동,4.9
부흥동,4.8
북항동,4.2
산정동,0.6
삼학동,1.8
삼향동,9.6
상동,4.7
상락동,0.0
수강동,0.0
신흥동,21.9
연동,0.8
연산동,3.0
옥암동,8.0
용당1동,3.4
용당2동,0.9
용해동,1.2
원산동,3.7
유달동,5.0
이로동,2.4
죽교동,1.5
중동,0.0
축복동,0.0
하당동,6.7
해안동,0.0
행복동,0.0
