대분류,중분류,대분류 지출액 비율,중분류 지출액 비율
쇼핑업,기타관광쇼핑,37.6,62.0
쇼핑업,대형쇼핑몰,37.6,23.8
쇼핑업,레저용품쇼핑,37.6,14.3
숙박업,기타숙박,3.1,79.0
숙박업,캠핑장/펜션,3.1,1.6
숙박업,호텔,3.1,19.5
식음료업,일반외식업,37.4,87.5
식음료업,제과음료업,37.4,12.5
여가서비스업,골프장,4.1,8.6
여가서비스업,기타레저,4.1,71.9
여가서비스업,문화서비스,4.1,19.5
여행업,여행업,0.1,100.0
운송업,렌터카,15.8,1.3
운송업,수상운송,15.8,0.4
운송업,육상운송,15.8,98.3
의료웰니스업,뷰티,1.9,100.0
