기초지자체명,기초지자체 방문자 수,기초지자체 방문자 비율
두동면,8266104.0,2.8
두서면,5795734.0,2.0
범서읍,4.2196676E7,14.3
삼남면,1.1750592E7,4.0
삼남읍,3.3787946E7,11.5
삼동면,1.0050932E7,3.4
상북면,3.4623519E7,11.8
서생면,3.0157827E7,10.2
언양읍,3.3768133E7,11.5
온산읍,3.0047328E7,10.2
온양읍,1.940281E7,6.6
웅촌면,1.1031818E7,3.7
청량읍,2.3672414E7,8.0
