행정동명,비율(%)
기산면,1.0
마산면,0.2
마서면,8.5
문산면,0.1
비인면,23.6
서면,16.9
서천읍,24.8
시초면,0.0
장항읍,17.1
종천면,1.1
판교면,2.1
한산면,2.1
화양면,2.5
