대분류,중분류,대분류 지출액 비율,중분류 지출액 비율
쇼핑업,기타관광쇼핑,33.5,97.4
쇼핑업,대형쇼핑몰,33.5,0.1
쇼핑업,레저용품쇼핑,33.5,2.5
숙박업,기타숙박,1.5,74.7
숙박업,캠핑장/펜션,1.5,25.3
식음료업,일반외식업,29.7,91.9
식음료업,제과음료업,29.7,8.1
여가서비스업,골프장,2.0,3.1
여가서비스업,관광유원시설,2.0,13.6
여가서비스업,기타레저,2.0,72.7
여가서비스업,문화서비스,2.0,10.6
여행업,여행업,0.0,100.0
운송업,렌터카,33.0,0.0
운송업,수상운송,33.0,0.0
운송업,육상운송,33.0,100.0
의료웰니스업,뷰티,0.2,100.0
