축제명,연령대,남성비율,여성비율
음성품바축제,70세 이상,4.8,4.0
음성품바축제,60~69세,12.5,9.6
음성품바축제,50~59세,13.9,11.8
음성품바축제,40~49세,8.2,6.8
음성품바축제,30~39세,6.1,4.8
음성품바축제,20~29세,5.4,4.2
음성품바축제,10~19세,3.4,3.5
음성품바축제,0~9세,0.5,0.6
