대분류,중분류,대분류 지출액 비율,중분류 지출액 비율
쇼핑업,기타관광쇼핑,29.6,41.9
쇼핑업,대형쇼핑몰,29.6,53.3
쇼핑업,레저용품쇼핑,29.6,4.7
숙박업,기타숙박,1.0,92.9
숙박업,캠핑장/펜션,1.0,6.5
숙박업,콘도,1.0,0.6
식음료업,일반외식업,17.0,90.0
식음료업,제과음료업,17.0,10.0
여가서비스업,골프장,10.7,90.7
여가서비스업,관광유원시설,10.7,2.0
여가서비스업,기타레저,10.7,5.5
여가서비스업,문화서비스,10.7,1.9
여행업,여행업,0.0,100.0
운송업,렌터카,41.1,0.0
운송업,육상운송,41.1,100.0
의료웰니스업,뷰티,0.7,100.0
