대분류,중분류,대분류 지출액 비율,중분류 지출액 비율
쇼핑업,기타관광쇼핑,45.4,28.1
쇼핑업,대형쇼핑몰,45.4,65.1
쇼핑업,레저용품쇼핑,45.4,6.8
숙박업,기타숙박,3.5,42.0
숙박업,캠핑장/펜션,3.5,0.3
숙박업,호텔,3.5,57.7
식음료업,일반외식업,36.5,85.7
식음료업,제과음료업,36.5,14.3
여가서비스업,골프장,4.8,46.2
여가서비스업,관광유원시설,4.8,1.8
여가서비스업,기타레저,4.8,36.4
여가서비스업,문화서비스,4.8,15.5
여행업,여행업,0.0,100.0
운송업,렌터카,7.2,1.7
운송업,수상운송,7.2,0.0
운송업,육상운송,7.2,98.2
의료웰니스업,뷰티,2.5,100.0
