기초지자체명,중분류,소비액(천원),전년동기 소비액
중구,관광총소비,1.5495276788E10,1.3086873287E10
동구,관광총소비,2.079733081E9,1.825113496E9
미추홀구,관광총소비,7.120866163E9,6.218132513E9
부평구,관광총소비,6.983695179E9,6.030247248E9
계양구,관광총소비,4.092831338E9,3.569840938E9
서구,관광총소비,7.929608423E9,6.8455266E9
옹진군,관광총소비,4.2900502E8,3.69455359E8
연수구,관광총소비,7.43398463E9,6.366698578E9
강화군,관광총소비,1.671620639E9,1.44263816E9
남동구,관광총소비,8.5446839E9,7.42492083E9
