행정동명,비율(%)
동춘1동,4.6
동춘2동,1.5
동춘3동,9.2
선학동,6.4
송도1동,12.2
송도2동,8.7
송도3동,32.3
송도4동,3.2
송도5동,1.3
연수1동,2.0
연수2동,5.3
연수3동,0.6
옥련1동,5.4
옥련2동,4.3
청학동,3.0
