기초지자체명,기초지자체 방문자 수,기초지자체 방문자 비율
가곡동,9783760.0,6.6
교동,5820871.0,3.9
내이동,1.6859766E7,11.3
내일동,7611058.0,5.1
단장면,1.5204962E7,10.2
무안면,5748652.0,3.9
부북면,7671562.0,5.2
산내면,1.2389612E7,8.3
산외면,9522793.0,6.4
삼랑진읍,1.8210717E7,12.2
삼문동,1.4091413E7,9.5
상남면,6124206.0,4.1
상동면,4263574.0,2.9
청도면,1291300.0,0.9
초동면,4287731.0,2.9
하남읍,9939153.0,6.7
