행정동명,비율(%)
겸백면,14.5
노동면,0.3
득량면,3.8
문덕면,0.1
미력면,17.0
벌교읍,28.1
보성읍,18.8
복내면,0.7
웅치면,0.4
율어면,0.0
조성면,6.6
회천면,9.6
