대분류,중분류,대분류 지출액 비율,중분류 지출액 비율
쇼핑업,기타관광쇼핑,23.5,98.8
쇼핑업,대형쇼핑몰,23.5,0.1
쇼핑업,레저용품쇼핑,23.5,1.1
숙박업,기타숙박,5.9,14.9
숙박업,캠핑장/펜션,5.9,1.6
숙박업,콘도,5.9,13.5
숙박업,호텔,5.9,70.0
식음료업,일반외식업,25.3,86.0
식음료업,제과음료업,25.3,14.0
여가서비스업,골프장,1.4,9.8
여가서비스업,관광유원시설,1.4,19.6
여가서비스업,기타레저,1.4,30.9
여가서비스업,문화서비스,1.4,39.7
여행업,여행업,0.0,100.0
운송업,렌터카,43.7,0.0
운송업,육상운송,43.7,100.0
의료웰니스업,뷰티,0.2,100.0
