기초지자체명,기초지자체 방문자 수,기초지자체 방문자 비율
거북섬동,8755362.0,1.8
과림동,7943019.0,1.6
군자동,1.1763381E7,2.4
능곡동,9214496.0,1.9
대야동,4.9767106E7,10.2
매화동,1.1185489E7,2.3
목감동,4.6406384E7,9.5
배곧1동,6533790.0,1.3
배곧2동,3313779.0,0.7
배곧동,5011496.0,1.0
신천동,2.7213935E7,5.6
신현동,1.0181546E7,2.1
연성동,2.9145956E7,6.0
월곶동,2.1407274E7,4.4
은행동,1.2318908E7,2.5
장곡동,1.2476163E7,2.6
정왕1동,6.406848E7,13.1
정왕2동,2.5150576E7,5.2
정왕3동,6.8826513E7,14.1
정왕4동,2.6264998E7,5.4
정왕본동,3.0334958E7,6.2
