기초지자체명,기초지자체 방문자 수,기초지자체 방문자 비율
대관령면,5.2415013E7,35.1
대화면,5155136.0,3.5
미탄면,2841654.0,1.9
방림면,4372039.0,2.9
봉평면,2.831548E7,19.0
용평면,2.4659176E7,16.5
진부면,2.1350357E7,14.3
평창읍,1.0214946E7,6.8
