축제명,연령대,남성비율,여성비율
보성다향대축제,70세 이상,4.4,4.1
보성다향대축제,60~69세,9.6,8.2
보성다향대축제,50~59세,12.0,11.7
보성다향대축제,40~49세,8.7,8.4
보성다향대축제,30~39세,6.6,6.3
보성다향대축제,20~29세,5.4,5.4
보성다향대축제,10~19세,4.0,3.9
보성다향대축제,0~9세,0.5,0.8
