대분류,중분류,대분류 지출액 비율,중분류 지출액 비율
쇼핑업,기타관광쇼핑,28.9,76.2
쇼핑업,대형쇼핑몰,28.9,13.1
쇼핑업,레저용품쇼핑,28.9,10.6
숙박업,기타숙박,1.3,67.0
숙박업,캠핑장/펜션,1.3,2.4
숙박업,콘도,1.3,6.7
숙박업,호텔,1.3,23.9
식음료업,일반외식업,27.9,87.0
식음료업,제과음료업,27.9,13.0
여가서비스업,골프장,5.4,59.2
여가서비스업,관광유원시설,5.4,1.6
여가서비스업,기타레저,5.4,30.1
여가서비스업,문화서비스,5.4,9.1
여가서비스업,스키장,5.4,0.0
여행업,여행업,0.0,100.0
운송업,렌터카,34.7,0.0
운송업,수상운송,34.7,0.0
운송업,육상운송,34.7,99.9
의료웰니스업,뷰티,1.9,100.0
