기초지자체명,기초지자체 방문자 수,기초지자체 방문자 비율
군서면,5042358.0,5.9
금정면,4126968.0,4.8
덕진면,2021020.0,2.4
도포면,1206814.0,1.4
미암면,4332729.0,5.1
삼호읍,4.1859675E7,48.9
서호면,1673508.0,2.0
시종면,3460440.0,4.0
신북면,5391973.0,6.3
영암읍,1.1825527E7,13.8
학산면,4581508.0,5.4
