축제명,개최년도,축체기간(일),(현지인)방문자수,(외지인)방문자수,(외국인)방문자수,(전체)방문자수,일평균 방문자수,전년도 일평균 방문자수,일평균 방문자수 증감률,(이전)전체방문자,(전체)방문자증감,(현지인)방문자비율,(외지인)방문자비율,(외국인)방문자비율,전년대비방문자증감비율
화성뱃놀이축제,2018,9,82569.0,158957.0,0.0,241526.0,26836.2222,,,N/A,241526.0,34.19,65.81,0.0,0.0
화성뱃놀이축제,2019,5,42654.0,90590.0,0.0,133244.0,26648.8,26836.2222,-0.7,241526,-108282.0,32.01,67.99,0.0,-44.83
화성뱃놀이축제,2022,3,42599.0,78960.0,369.0,121928.0,40642.6667,26648.8,52.5,133244,-11316.0,34.94,64.76,0.3,-8.49
화성뱃놀이축제,2023,3,46792.0,78035.0,1216.0,126043.0,42014.3333,40642.6667,3.4,121928,4115.0,37.12,61.91,0.96,3.37
화성뱃놀이축제,2024,3,50110.0,87098.0,1599.0,138807.0,46269.0,42014.3333,10.1,126043,12764.0,36.1,62.75,1.15,10.13
화성뱃놀이축제,2025,3,50831.0,89982.0,1421.0,142234.0,47411.3333,46269.0,2.5,138807,3427.0,35.74,63.26,1.0,2.47
