대분류,중분류,대분류 지출액 비율,중분류 지출액 비율
쇼핑업,기타관광쇼핑,37.4,48.2
쇼핑업,대형쇼핑몰,37.4,45.2
쇼핑업,레저용품쇼핑,37.4,6.6
숙박업,기타숙박,1.0,85.6
숙박업,캠핑장/펜션,1.0,8.9
숙박업,호텔,1.0,5.5
식음료업,일반외식업,28.9,83.7
식음료업,제과음료업,28.9,16.3
여가서비스업,골프장,3.5,54.9
여가서비스업,관광유원시설,3.5,3.2
여가서비스업,기타레저,3.5,34.5
여가서비스업,문화서비스,3.5,7.4
여행업,여행업,0.0,100.0
운송업,렌터카,28.1,0.0
운송업,육상운송,28.1,100.0
의료웰니스업,뷰티,1.2,100.0
