기초지자체명,기초지자체 방문자 수,기초지자체 방문자 비율
감곡면,1.6154856E7,10.9
금왕읍,3.4626162E7,23.3
대소읍,2.0539953E7,13.8
맹동면,2.0359308E7,13.7
삼성면,2.0101921E7,13.5
생극면,8552534.0,5.7
소이면,3592211.0,2.4
원남면,6917340.0,4.6
음성읍,1.80154E7,12.1
