기초지자체명,기초지자체 방문자 수,기초지자체 방문자 비율
개진면,3587462.0,7.0
다산면,1.133538E7,22.3
대가야읍,1.882455E7,37.0
덕곡면,1872878.0,3.7
성산면,5560149.0,10.9
쌍림면,5907846.0,11.6
우곡면,1996169.0,3.9
운수면,1813518.0,3.6
