축제명,개최년도,축체기간(일),(현지인)방문자수,(외지인)방문자수,(외국인)방문자수,(전체)방문자수,일평균 방문자수,전년도 일평균 방문자수,일평균 방문자수 증감률,(이전)전체방문자,(전체)방문자증감,(현지인)방문자비율,(외지인)방문자비율,(외국인)방문자비율,전년대비방문자증감비율
부평풍물대축제,2018,3,148214.0,127463.0,0.0,275677.0,91892.3333,,,N/A,275677.0,53.76,46.24,0.0,0.0
부평풍물대축제,2022,3,155859.0,115042.0,400.0,271301.0,90433.6667,91892.3333,-1.6,275677,-4376.0,57.45,42.4,0.15,-1.59
부평풍물대축제,2023,3,143757.0,115587.0,1775.0,261119.0,87039.6667,90433.6667,-3.8,271301,-10182.0,55.05,44.27,0.68,-3.75
부평풍물대축제,2024,3,134223.0,102235.0,2340.0,238798.0,79599.3333,87039.6667,-8.5,261119,-22321.0,56.21,42.81,0.98,-8.55
부평풍물대축제,2025,3,142880.0,120570.0,1656.0,265106.0,88368.6667,79599.3333,11.0,238798,26308.0,53.9,45.48,0.62,11.02
