축제명,연령대,남성비율,여성비율
대구치맥페스티벌,70세 이상,3.6,2.6
대구치맥페스티벌,60~69세,8.1,6.0
대구치맥페스티벌,50~59세,9.5,8.8
대구치맥페스티벌,40~49세,7.4,6.3
대구치맥페스티벌,30~39세,9.1,6.6
대구치맥페스티벌,20~29세,12.0,11.5
대구치맥페스티벌,10~19세,3.7,4.2
대구치맥페스티벌,0~9세,0.3,0.3
