축제명,개최년도,축체기간(일),(현지인)방문자수,(외지인)방문자수,(외국인)방문자수,(전체)방문자수,일평균 방문자수,전년도 일평균 방문자수,일평균 방문자수 증감률,(이전)전체방문자,(전체)방문자증감,(현지인)방문자비율,(외지인)방문자비율,(외국인)방문자비율,전년대비방문자증감비율
정선아리랑제,2018,7,71747.0,44245.0,0.0,115992.0,16570.2857,,,N/A,115992.0,61.86,38.14,0.0,0.0
정선아리랑제,2019,4,45176.0,38664.0,0.0,83840.0,20960.0,16570.2857,26.5,115992,-32152.0,53.88,46.12,0.0,-27.72
정선아리랑제,2022,4,55398.0,40879.0,56.0,96333.0,24083.25,20960.0,14.9,83840,12493.0,57.51,42.44,0.06,14.9
정선아리랑제,2023,4,55977.0,33394.0,147.0,89518.0,22379.5,24083.25,-7.1,96333,-6815.0,62.53,37.3,0.16,-7.07
정선아리랑제,2024,4,58189.0,48888.0,165.0,107242.0,26810.5,22379.5,19.8,89518,17724.0,54.26,45.59,0.15,19.8
정선아리랑제,2025,4,59121.0,38652.0,254.0,98027.0,24506.75,26810.5,-8.6,107242,-9215.0,60.31,39.43,0.26,-8.59
