기초지자체명,기초지자체 방문자 수,기초지자체 방문자 비율
고한읍,2.0279794E7,22.0
남면,5946532.0,6.5
북평면,5121256.0,5.6
사북읍,3.0595222E7,33.3
신동읍,4062600.0,4.4
여량면,3400565.0,3.7
임계면,4555803.0,5.0
정선읍,1.4978478E7,16.3
화암면,3039306.0,3.3
