대분류,중분류,대분류 지출액 비율,중분류 지출액 비율
쇼핑업,기타관광쇼핑,19.3,93.2
쇼핑업,대형쇼핑몰,19.3,0.2
쇼핑업,레저용품쇼핑,19.3,6.6
쇼핑업,면세점,19.3,0.0
숙박업,기타숙박,25.3,3.9
숙박업,캠핑장/펜션,25.3,1.1
숙박업,콘도,25.3,3.2
숙박업,호텔,25.3,91.8
식음료업,일반외식업,31.9,93.3
식음료업,제과음료업,31.9,6.7
여가서비스업,골프장,8.0,54.1
여가서비스업,관광유원시설,8.0,1.3
여가서비스업,기타레저,8.0,34.4
여가서비스업,문화서비스,8.0,0.5
여가서비스업,스키장,8.0,9.8
여행업,여행업,0.0,100.0
운송업,렌터카,15.2,0.1
운송업,육상운송,15.2,99.9
의료웰니스업,뷰티,0.3,100.0
