축제명,연령대,남성비율,여성비율
목포항구축제,70세 이상,5.0,4.3
목포항구축제,60~69세,11.4,9.4
목포항구축제,50~59세,12.6,11.0
목포항구축제,40~49세,9.5,7.0
목포항구축제,30~39세,7.4,5.6
목포항구축제,20~29세,6.2,4.5
목포항구축제,10~19세,2.6,2.6
목포항구축제,0~9세,0.4,0.5
