기초지자체명,기초지자체 방문자 수,기초지자체 방문자 비율
남산1동,2.4328524E7,3.6
남산2동,1.377075E7,2.1
남산3동,8455475.0,1.3
남산4동,2.0661126E7,3.1
대봉1동,1.4945959E7,2.2
대봉2동,1.555036E7,2.3
대신동,7.5267524E7,11.2
동인동,5.2168778E7,7.8
삼덕동,9.1443908E7,13.6
성내1동,2.39677816E8,35.7
성내2동,9.5442616E7,14.2
성내3동,1.8808909E7,2.8
