기초지자체명,기초지자체 방문자 수,기초지자체 방문자 비율
기산면,2280372.0,2.4
마산면,1422376.0,1.5
마서면,1.4991204E7,15.6
문산면,934948.0,1.0
비인면,5068581.0,5.3
서면,1.6031866E7,16.7
서천읍,2.0433952E7,21.3
시초면,873310.0,0.9
장항읍,1.8977966E7,19.8
종천면,5822400.0,6.1
판교면,2590749.0,2.7
한산면,3315952.0,3.5
화양면,3235116.0,3.4
