기초지자체,방문자 수
중구,3.04609529E8
서구,1.61067438E8
동구,2.52491726E8
영도구,1.36697435E8
부산진구,5.53783968E8
동래구,2.89518498E8
남구,2.3638887E8
북구,1.82463848E8
해운대구,5.2358201E8
사하구,1.86480546E8
금정구,2.30428552E8
강서구,2.89863217E8
연제구,2.23324346E8
수영구,2.87255003E8
사상구,2.24156208E8
기장군,3.10299108E8
