행정동명,비율(%)
구룡포읍,3.2
기계면,0.5
기북면,0.0
대송면,1.1
대이동,7.3
동해면,0.8
두호동,5.4
상대동,6.7
송도동,1.1
송라면,3.1
신광면,0.3
양학동,3.1
연일읍,3.7
오천읍,7.9
용흥동,1.5
우창동,1.7
장기면,0.5
장량동,5.9
제철동,4.5
죽도동,11.2
죽장면,0.2
중앙동,10.7
청림동,1.2
청하면,4.7
해도동,3.7
호미곶면,0.6
환여동,0.9
효곡동,4.0
흥해읍,4.7
