대분류,중분류,대분류 지출액 비율,중분류 지출액 비율
쇼핑업,기타관광쇼핑,37.2,56.9
쇼핑업,대형쇼핑몰,37.2,34.8
쇼핑업,레저용품쇼핑,37.2,8.3
숙박업,기타숙박,2.1,75.1
숙박업,캠핑장/펜션,2.1,5.1
숙박업,호텔,2.1,19.8
식음료업,일반외식업,32.4,88.4
식음료업,제과음료업,32.4,11.6
여가서비스업,골프장,3.7,56.9
여가서비스업,관광유원시설,3.7,0.1
여가서비스업,기타레저,3.7,27.5
여가서비스업,문화서비스,3.7,15.4
여행업,여행업,0.2,100.0
운송업,렌터카,22.2,0.4
운송업,수상운송,22.2,0.3
운송업,육상운송,22.2,99.2
의료웰니스업,뷰티,2.3,100.0
