행정동명,비율(%)
강남동,1.2
강동면,5.5
경포동,7.5
교1동,6.4
교2동,1.8
구정면,2.4
내곡동,2.6
사천면,4.0
성덕동,2.5
성산면,4.4
송정동,6.5
연곡면,2.6
옥계면,3.8
옥천동,3.9
왕산면,0.1
주문진읍,11.6
중앙동,9.0
초당동,14.9
포남1동,3.4
포남2동,1.8
홍제동,4.2
