대분류,중분류,대분류 지출액 비율,중분류 지출액 비율
쇼핑업,기타관광쇼핑,28.5,70.4
쇼핑업,대형쇼핑몰,28.5,16.0
쇼핑업,레저용품쇼핑,28.5,13.6
숙박업,기타숙박,8.2,67.9
숙박업,캠핑장/펜션,8.2,5.0
숙박업,콘도,8.2,0.6
숙박업,호텔,8.2,26.5
식음료업,일반외식업,42.8,86.3
식음료업,제과음료업,42.8,13.7
여가서비스업,골프장,5.1,34.6
여가서비스업,관광유원시설,5.1,24.1
여가서비스업,기타레저,5.1,19.6
여가서비스업,문화서비스,5.1,21.7
여행업,여행업,0.0,100.0
운송업,렌터카,14.3,0.7
운송업,수상운송,14.3,0.2
운송업,육상운송,14.3,99.1
의료웰니스업,뷰티,1.1,100.0
