대분류,중분류,대분류 지출액 비율,중분류 지출액 비율
쇼핑업,기타관광쇼핑,34.6,68.8
쇼핑업,대형쇼핑몰,34.6,17.4
쇼핑업,레저용품쇼핑,34.6,13.8
숙박업,기타숙박,2.3,89.4
숙박업,캠핑장/펜션,2.3,8.0
숙박업,호텔,2.3,2.6
식음료업,일반외식업,30.3,91.1
식음료업,제과음료업,30.3,8.9
여가서비스업,골프장,2.1,28.7
여가서비스업,관광유원시설,2.1,1.6
여가서비스업,기타레저,2.1,43.8
여가서비스업,문화서비스,2.1,26.0
여행업,여행업,0.0,100.0
운송업,렌터카,29.3,0.6
운송업,수상운송,29.3,0.0
운송업,육상운송,29.3,99.3
의료웰니스업,뷰티,1.5,100.0
